title,studio,domestic_gross_x,foreign_gross,year,id_x,release_date,movie,production_budget,domestic_gross_y,worldwide_gross,Unnamed: 0,genre_ids,id_y,original_language,original_title,popularity,vote_average,vote_count
Snowden,ORF,21600000.0,15700000,2016,79,2016-09-16,Snowden,"$50,000,000","$21,587,519","$35,380,918",17475,"[18, 36, 80, 53]",302401,en,Snowden,13.703,7.1,2427
When the Bough Breaks,SGem,29700000.0,911000,2016,85,2016-09-09,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449",17711,"[9648, 18, 27]",335791,en,When the Bough Breaks,8.062000000000001,5.3,150
Nocturnal Animals,Focus,10700000.0,19600000,2016,3,2016-11-18,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681",17445,"[18, 53]",340666,en,Nocturnal Animals,16.19,7.4,4192
Nocturnal Animals,Focus,10700000.0,19600000,2016,3,2016-11-18,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681",20689,"[18, 53]",340666,en,Nocturnal Animals,16.19,7.4,4192
The Light Between Oceans,BV,12500000.0,13400000,2016,34,2016-09-02,The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732",17387,"[18, 10749]",283552,en,The Light Between Oceans,29.886999999999997,7.1,831
Free State of Jones,STX,20800000.0,4200000,2016,81,2016-06-24,Free State of Jones,"$50,000,000","$20,810,036","$23,237,252",17670,"[28, 18, 36, 10752]",316152,en,Free State of Jones,8.574,6.6,787
Middle School: The Worst Years of My Life,LGF,20000000.0,3300000,2016,39,2016-10-07,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,293",17678,"[10751, 35]",369883,en,Middle School: The Worst Years of My Life,8.479,7.0,190
Triple 9,ORF,12600000.0,10500000,2016,33,2016-02-26,Triple 9,"$20,000,000","$12,639,297","$25,943,792",17480,"[28, 53, 9648]",146198,en,Triple 9,13.334000000000001,5.8,1258
Whiskey Tango Foxtrot,Par.,23100000.0,1200000,2016,6,2016-03-04,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747",17671,"[10752, 35]",279641,en,Whiskey Tango Foxtrot,8.564,6.2,596
Fifty Shades of Black,ORF,11700000.0,10500000,2016,15,2016-01-29,Fifty Shades of Black,"$5,000,000","$11,686,940","$22,113,075",17660,"[10749, 35]",351819,en,Fifty Shades of Black,8.783999999999999,4.4,677
Keanu,WB (NL),20600000.0,1200000,2016,70,2016-04-29,Keanu,"$15,000,000","$20,591,853","$20,688,141",17644,"[28, 35]",342521,en,Keanu,8.952,6.0,644
The Edge of Seventeen,STX,14400000.0,4400000,2016,86,2016-11-18,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003",17520,"[35, 18]",376660,en,The Edge of Seventeen,11.546,7.2,2224
The Edge of Seventeen,STX,14400000.0,4400000,2016,86,2016-11-18,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003",20784,"[35, 18]",376660,en,The Edge of Seventeen,11.546,7.2,2224
Eye in the Sky,BST,18700000.0,1200000,2016,75,2016-03-11,Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802",17558,"[18, 53, 10752]",333352,en,Eye in the Sky,10.219,7.1,850
Norm of the North,LGF,17100000.0,1200000,2016,9,2016-01-15,Norm of the North,"$18,000,000","$17,062,499","$30,535,660",17617,"[12, 16, 35, 10751]",276905,en,Norm of the North,9.325,4.2,192
Pride and Prejudice and Zombies,SGem,10900000.0,5500000,2016,74,2016-02-05,Pride and Prejudice and Zombies,"$28,000,000","$10,907,291","$16,638,300",17635,"[10749, 27, 35, 53]",58431,en,Pride and Prejudice and Zombies,9.086,5.7,1195
The Infiltrator,BG,15400000.0,1200000,2016,32,2016-07-13,The Infiltrator,"$47,500,000","$15,436,808","$20,718,104",17606,"[80, 18, 53]",325789,en,The Infiltrator,9.588,6.6,943
Jackie,FoxS,14000000.0,1200000,2016,87,2016-12-02,Jackie,"$9,000,000","$13,960,394","$36,588,512",17656,[18],376866,en,Jackie,8.818999999999999,6.4,1420
Shut In,EC,6900000.0,6200000,2016,50,2016-11-11,Shut In,"$10,000,000","$6,900,335","$11,360,665",17548,"[18, 53]",329981,en,Shut In,10.535,5.2,374
Loving,Focus,7800000.0,5200000,2016,92,2016-11-04,Loving,"$9,000,000","$7,710,234","$12,898,064",17677,"[10749, 18]",339419,en,Loving,8.506,6.7,529
Loving,Focus,7800000.0,5200000,2016,92,2016-11-04,Loving,"$9,000,000","$7,710,234","$12,898,064",20970,"[10749, 18]",339419,en,Loving,8.506,6.7,529
The Man Who Knew Infinity,IFC,3900000.0,8400000,2016,67,2016-04-29,The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122",17663,[18],353326,en,The Man Who Knew Infinity,8.76,7.2,699
The Darkness,BH Tilt,10800000.0,1200000,2016,98,2016-05-13,The Darkness,"$4,000,000","$10,753,574","$10,898,293",17688,"[27, 53]",257345,en,The Darkness,8.357000000000001,4.8,347
The Perfect Match,LGF,9700000.0,745000,2016,22,2016-03-11,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050",17829,"[35, 10749]",378200,en,The Perfect Match,6.875,5.5,78
Queen of Katwe,BV,8900000.0,1500000,2016,6,2016-09-23,Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481",17757,[18],317557,en,Queen of Katwe,7.564,7.1,225
Miss Sloane,EC,3500000.0,5600000,2016,36,2016-11-25,Miss Sloane,"$18,000,000","$3,500,605","$7,719,630",17498,"[18, 53]",376290,en,Miss Sloane,12.215,7.4,912
Miss Sloane,EC,3500000.0,5600000,2016,36,2016-11-25,Miss Sloane,"$18,000,000","$3,500,605","$7,719,630",20764,"[18, 53]",376290,en,Miss Sloane,12.215,7.4,912
Morgan,Fox,3900000.0,4900000,2016,5,2016-09-02,Morgan,"$8,000,000","$3,915,251","$7,298,786",17580,"[27, 878, 53]",377264,en,Morgan,9.912,5.7,843
The Young Messiah,Focus,6500000.0,1200000,2016,17,2016-03-11,The Young Messiah,"$16,800,000","$6,469,813","$7,313,697",18005,[18],318850,en,The Young Messiah,5.531000000000001,6.1,50
Incarnate,BH Tilt,4800000.0,1500000,2016,39,2016-12-02,Incarnate,"$5,000,000","$4,799,774","$9,371,036",17803,"[27, 53]",241258,en,Incarnate,7.1370000000000005,5.2,314
Max Steel,ORF,3800000.0,2500000,2016,68,2016-10-14,Max Steel,"$10,000,000","$3,818,664","$4,563,080",17648,"[28, 12, 878]",286567,en,Max Steel,8.88,5.2,383
Max Steel,ORF,3800000.0,2500000,2016,68,2016-10-14,Max Steel,"$10,000,000","$3,818,664","$4,563,080",20946,"[28, 12, 878]",286567,en,Max Steel,8.88,5.2,383
Midnight Special,WB,3700000.0,2500000,2016,35,2016-03-18,Midnight Special,"$18,000,000","$3,712,282","$7,680,250",17669,"[12, 18, 878]",245703,en,Midnight Special,8.652999999999999,6.3,1105
Genius,RAtt.,1400000.0,4300000,2016,10,2016-06-10,Genius,"$17,000,000","$1,361,045","$7,265,283",17613,"[18, 36]",267192,en,Genius,9.417,6.5,391
Hunt for the Wilderpeople,Orch.,5200000.0,1200000,2016,25,2016-06-24,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,845,533",17492,"[12, 35, 18]",371645,en,Hunt for the Wilderpeople,12.545,7.8,915
Hands of Stone,Wein.,4700000.0,1200000,2016,74,2016-08-26,Hands of Stone,"$20,000,000","$4,712,792","$5,031,975",17703,[18],184341,en,Hands of Stone,8.17,6.1,167
The Meddler,SPC,4300000.0,1200000,2016,58,2016-04-22,The Meddler,"$3,200,000","$4,267,219","$5,526,942",17743,"[35, 18]",337154,en,The Meddler,7.725,5.8,186
A Hologram for the King,RAtt.,4200000.0,1200000,2016,47,2016-04-22,A Hologram for the King,"$35,000,000","$4,212,494","$11,846,010",17537,"[35, 18]",270010,en,A Hologram for the King,11.055,5.9,589
Swiss Army Man,A24,4200000.0,1200000,2016,10,2016-06-24,Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111",17575,"[35, 18, 10749, 14, 12]",347031,en,Swiss Army Man,10.0,6.9,1789
Denial,BST,4099999.0,1200000,2016,66,2016-09-30,Denial,"$10,000,000","$4,073,448","$9,263,940",17622,"[18, 36]",402298,en,Denial,9.267000000000001,6.7,349
Denial,BST,4099999.0,1200000,2016,66,2016-09-30,Denial,"$10,000,000","$4,073,448","$9,263,940",20913,"[18, 36]",402298,en,Denial,9.267000000000001,6.7,349
Green Room,A24,3200000.0,1200000,2016,46,2016-04-15,Green Room,"$5,000,000","$3,220,371","$3,807,503",14322,"[27, 80, 53]",313922,en,Green Room,9.943,6.8,1314
Green Room,A24,3200000.0,1200000,2016,46,2016-04-15,Green Room,"$5,000,000","$3,220,371","$3,807,503",17578,"[27, 80, 53]",313922,en,Green Room,9.943,6.8,1314
Compadres,PNT,3100000.0,1200000,2016,21,2016-04-22,Compadres,"$3,000,000","$3,127,773","$7,445,044",18591,"[28, 35]",317930,es,Compadres,1.9269999999999998,5.1,21
The Disappointments Room,Rela.,2400000.0,1200000,2016,30,2016-09-09,The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761",17908,"[18, 27, 53]",293452,en,The Disappointments Room,6.324,4.4,272
Paterson,BST,2200000.0,1200000,2016,54,2016-12-28,Paterson,"$5,000,000","$2,141,423","$10,727,536",17610,"[35, 18, 10749]",370755,en,Paterson,9.486,7.1,736
Paterson,BST,2200000.0,1200000,2016,54,2016-12-28,Paterson,"$5,000,000","$2,141,423","$10,727,536",20894,"[35, 18, 10749]",370755,en,Paterson,9.486,7.1,736
American Honey,A24,663000.0,1200000,2016,15,2016-09-30,American Honey,"$3,500,000","$663,247","$2,611,750",17662,[18],340485,en,American Honey,8.777999999999999,6.7,417
Jane Got a Gun,Wein.,1500000.0,1200000,2016,12,2016-01-29,Jane Got a Gun,"$25,000,000","$1,513,793","$3,771,345",17654,"[28, 18, 37]",174751,en,Jane Got a Gun,8.825,5.5,439
A Street Cat Named Bob,Cleopatra,82700.0,1200000,2016,31,2016-11-18,A Street Cat Named Bob,"$8,000,000","$82,703","$17,382,693",17805,"[18, 10751, 35]",404378,en,A Street Cat Named Bob,7.12,7.5,500
A Street Cat Named Bob,Cleopatra,82700.0,1200000,2016,31,2016-11-18,A Street Cat Named Bob,"$8,000,000","$82,703","$17,382,693",21121,"[18, 10751, 35]",404378,en,A Street Cat Named Bob,7.12,7.5,500
The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017,23,2017-04-14,The Fate of the Furious,"$250,000,000","$225,764,765","$1,234,846,267",20630,"[28, 80, 53]",337339,en,The Fate of the Furious,28.668000000000003,6.9,6335
Despicable Me 3,Uni.,264600000.0,770200000,2017,30,2017-06-30,Despicable Me 3,"$75,000,000","$264,624,300","$1,034,727,750",20686,"[28, 16, 35, 10751, 12]",324852,en,Despicable Me 3,16.407,6.3,4106
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017,38,2017-12-20,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193",20661,"[28, 12, 35, 14]",353486,en,Jumanji: Welcome to the Jungle,20.395,6.7,7213
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017,38,2017-12-20,Jumanji: Welcome to the Jungle,"$90,000,000","$404,508,916","$964,496,193",23897,"[28, 12, 35, 14]",353486,en,Jumanji: Welcome to the Jungle,20.395,6.7,7213
Spider-Man: Homecoming,Sony,334200000.0,546000000,2017,99,2017-07-07,Spider-Man: Homecoming,"$175,000,000","$334,201,140","$880,166,350",20618,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,46.775,7.4,11585
Thor: Ragnarok,BV,315100000.0,538900000,2017,82,2017-11-03,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024",20621,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,7.5,11380
Thor: Ragnarok,BV,315100000.0,538900000,2017,82,2017-11-03,Thor: Ragnarok,"$180,000,000","$315,058,289","$846,980,024",23819,"[28, 12, 35, 14]",284053,en,Thor: Ragnarok,43.45,7.5,11380
Wonder Woman,WB,412600000.0,409300000,2017,55,2017-06-02,Wonder Woman,"$150,000,000","$412,563,408","$821,133,378",20628,"[12, 14, 10752, 10749]",297762,en,Wonder Woman,31.618000000000002,7.3,12566
Coco,BV,209700000.0,597400000,2017,2,2017-11-22,Coco,"$175,000,000","$209,726,015","$798,008,101",20635,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,8.2,8669
Coco,BV,209700000.0,597400000,2017,2,2017-11-22,Coco,"$175,000,000","$209,726,015","$798,008,101",23859,"[16, 10751, 35, 12, 14]",354912,en,Coco,25.961,8.2,8669
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017,25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,"$230,000,000","$172,558,876","$788,241,137",20634,"[12, 28, 14, 35]",166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,28.101,6.6,6931
It,WB (NL),327500000.0,372900000,2017,24,2017-09-08,It,"$35,000,000","$327,481,748","$697,457,969",20729,"[27, 53]",346364,en,It,13.966,7.2,10931
It,WB (NL),327500000.0,372900000,2017,24,2017-09-08,It,"$35,000,000","$327,481,748","$697,457,969",24005,"[27, 53]",346364,en,It,13.966,7.2,10931
Justice League,WB,229000000.0,428900000,2017,9,2017-11-17,Justice League,"$300,000,000","$229,024,295","$655,945,209",20623,"[28, 12, 14, 878]",141052,en,Justice League,34.953,6.2,7510
Justice League,WB,229000000.0,428900000,2017,9,2017-11-17,Justice League,"$300,000,000","$229,024,295","$655,945,209",23830,"[28, 12, 14, 878]",141052,en,Justice League,34.953,6.2,7510
Transformers: The Last Knight,Par.,130199999.0,475300000,2017,33,2017-06-21,Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340",20642,"[28, 878, 53, 12]",335988,en,Transformers: The Last Knight,24.258000000000003,6.0,3255
Kong: Skull Island,WB,168100000.0,398600000,2017,78,2017-03-10,Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059",20629,"[28, 12, 14]",293167,en,Kong: Skull Island,29.388,6.3,6054
The Boss Baby,Fox,175000000.0,353000000,2017,71,2017-03-31,The Boss Baby,"$125,000,000","$175,003,033","$510,878,762",21082,"[16, 35, 10751]",295693,en,The Boss Baby,7.445,6.4,4314
War for the Planet of the Apes,Fox,146900000.0,343800000,2017,52,2017-07-14,War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267",20645,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,23.445,7.0,5235
The Greatest Showman,Fox,174300000.0,260700000,2017,25,2017-12-20,The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550",20649,[18],316029,en,The Greatest Showman,22.009,8.0,5197
The Greatest Showman,Fox,174300000.0,260700000,2017,25,2017-12-20,The Greatest Showman,"$84,000,000","$174,340,174","$386,665,550",23885,[18],316029,en,The Greatest Showman,22.009,8.0,5197
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017,54,2017-09-22,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696",20641,"[28, 12, 35]",343668,en,Kingsman: The Golden Circle,24.337,7.0,5531
Cars 3,BV,152900000.0,231000000,2017,5,2017-06-16,Cars 3,"$175,000,000","$152,901,115","$383,541,369",20669,"[12, 16, 35, 10751]",260514,en,Cars 3,18.427,6.7,2596
Fifty Shades Darker,Uni.,114600000.0,267000000,2017,91,2017-02-10,Fifty Shades Darker,"$55,000,000","$114,434,010","$381,398,492",20770,"[18, 10749]",341174,en,Fifty Shades Darker,12.083,6.1,4489
The Great Wall,Uni.,45500000.0,289400000,2017,92,2017-02-17,The Great Wall,"$150,000,000","$45,157,105","$334,486,852",20666,"[28, 12, 14]",311324,en,The Great Wall,19.144000000000002,5.8,2775
Resident Evil: The Final Chapter,SGem,26800000.0,285400000,2017,84,2017-01-27,Resident Evil: The Final Chapter,"$40,000,000","$26,844,692","$314,101,190",22654,"[28, 27, 878]",173897,en,Resident Evil: The Final Chapter,0.8440000000000001,5.9,1859
Annabelle: Creation,WB (NL),102100000.0,204400000,2017,2,2017-08-11,Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865",20657,"[27, 9648, 53]",396422,en,Annabelle: Creation,21.245,6.5,3141
Wonder,LGF,132400000.0,173500000,2017,95,2017-11-17,Wonder,"$20,000,000","$132,422,809","$304,604,712",20662,"[18, 10751]",406997,en,Wonder,20.101,8.2,3959
Wonder,LGF,132400000.0,173500000,2017,95,2017-11-17,Wonder,"$20,000,000","$132,422,809","$304,604,712",23903,"[18, 10751]",406997,en,Wonder,20.101,8.2,3959
Ferdinand,Fox,84400000.0,211700000,2017,14,2017-12-15,Ferdinand,"$111,000,000","$84,410,380","$289,847,930",20664,"[16, 10751, 12, 35]",364689,en,Ferdinand,19.479,7.1,1425
Ferdinand,Fox,84400000.0,211700000,2017,14,2017-12-15,Ferdinand,"$111,000,000","$84,410,380","$289,847,930",23906,"[16, 10751, 12, 35]",364689,en,Ferdinand,19.479,7.1,1425
Blade Runner 2049,WB,92100000.0,167200000,2017,80,2017-10-06,Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408",20617,"[878, 28, 53]",335984,en,Blade Runner 2049,48.571000000000005,7.4,6679
Blade Runner 2049,WB,92100000.0,167200000,2017,80,2017-10-06,Blade Runner 2049,"$185,000,000","$92,054,159","$259,357,408",23813,"[878, 28, 53]",335984,en,Blade Runner 2049,48.571000000000005,7.4,6679
Get Out,Uni.,176000000.0,79400000,2017,49,2017-02-24,Get Out,"$5,000,000","$176,040,665","$255,367,951",20637,"[9648, 53, 27]",419430,en,Get Out,24.739,7.5,8760
Alien: Covenant,Fox,74300000.0,166600000,2017,12,2017-05-19,Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247",20638,"[27, 878, 53]",126889,en,Alien: Covenant,24.651,5.9,4971
Baby Driver,TriS,107800000.0,119100000,2017,59,2017-06-28,Baby Driver,"$34,000,000","$107,825,862","$228,104,185",20646,"[28, 80]",339403,en,Baby Driver,22.895,7.4,8034
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017,90,2017-07-21,Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356",20644,"[12, 878, 28]",339964,en,Valerian and the City of a Thousand Planets,24.003,6.6,4149
Geostorm,WB,33700000.0,187900000,2017,99,2017-10-20,Geostorm,"$100,000,000","$33,700,160","$220,796,009",20735,"[28, 878, 53]",274855,en,Geostorm,13.652999999999999,5.8,2246
Geostorm,WB,33700000.0,187900000,2017,99,2017-10-20,Geostorm,"$100,000,000","$33,700,160","$220,796,009",24016,"[28, 878, 53]",274855,en,Geostorm,13.652999999999999,5.8,2246
Smurfs: The Lost Village,Sony,45000000.0,152200000,2017,5,2017-04-07,Smurfs: The Lost Village,"$60,000,000","$45,020,282","$197,578,586",20699,"[12, 16, 35, 10751]",137116,en,Smurfs: The Lost Village,15.663,6.2,736
The Shape of Water,FoxS,63900000.0,131400000,2017,19,2017-12-01,The Shape of Water,"$19,500,000","$63,859,435","$195,790,794",20648,"[18, 14, 10749]",399055,en,The Shape of Water,22.025,7.2,7224
The Shape of Water,FoxS,63900000.0,131400000,2017,19,2017-12-01,The Shape of Water,"$19,500,000","$63,859,435","$195,790,794",23884,"[18, 14, 10749]",399055,en,The Shape of Water,22.025,7.2,7224
Pitch Perfect 3,Uni.,104900000.0,80500000,2017,58,2017-12-22,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412",20711,"[35, 10402]",353616,en,Pitch Perfect 3,14.89,6.5,1884
Pitch Perfect 3,Uni.,104900000.0,80500000,2017,58,2017-12-22,Pitch Perfect 3,"$45,000,000","$104,897,530","$185,736,412",23984,"[35, 10402]",353616,en,Pitch Perfect 3,14.89,6.5,1884
The Post,Fox,81900000.0,97900000,2017,9,2017-12-22,The Post,"$50,000,000","$81,903,458","$179,748,880",20700,"[18, 36]",446354,en,The Post,15.550999999999998,7.0,2506
The Post,Fox,81900000.0,97900000,2017,9,2017-12-22,The Post,"$50,000,000","$81,903,458","$179,748,880",23971,"[18, 36]",446354,en,The Post,15.550999999999998,7.0,2506
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017,59,2017-11-10,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$160,191,915",20673,"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri",17.808,8.2,5432
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017,59,2017-11-10,"Three Billboards Outside Ebbing, Missouri","$12,000,000","$54,513,740","$160,191,915",23922,"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri",17.808,8.2,5432
Darkest Hour,Focus,56500000.0,94400000,2017,84,2017-11-22,Darkest Hour,"$30,000,000","$56,443,120","$150,807,172",20705,"[18, 36]",399404,en,Darkest Hour,15.331,7.3,2715
Darkest Hour,Focus,56500000.0,94400000,2017,84,2017-11-22,Darkest Hour,"$30,000,000","$56,443,120","$150,807,172",23975,"[18, 36]",399404,en,Darkest Hour,15.331,7.3,2715
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017,11,2017-05-12,King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336",20650,"[28, 18, 14]",274857,en,King Arthur: Legend of the Sword,21.793000000000003,6.5,3305
The Foreigner,STX,34400000.0,111000000,2017,81,2017-10-13,The Foreigner,"$35,000,000","$34,393,507","$140,783,360",20716,"[28, 53, 18]",379149,en,The Foreigner,14.616,6.7,1086
The Foreigner,STX,34400000.0,111000000,2017,81,2017-10-13,The Foreigner,"$35,000,000","$34,393,507","$140,783,360",23993,"[28, 53, 18]",379149,en,The Foreigner,14.616,6.7,1086
Girls Trip,Uni.,115200000.0,25400000,2017,36,2017-07-21,Girls Trip,"$28,000,000","$115,108,515","$140,886,353",20966,[35],417870,en,Girls Trip,8.589,6.8,968
American Made,Uni.,51300000.0,83500000,2017,32,2017-09-29,American Made,"$50,000,000","$51,342,000","$135,569,212",20681,"[28, 80]",337170,en,American Made,16.748,6.7,2188
American Made,Uni.,51300000.0,83500000,2017,32,2017-09-29,American Made,"$50,000,000","$51,342,000","$135,569,212",23942,"[28, 80]",337170,en,American Made,16.748,6.7,2188
A Bad Moms Christmas,STX,72100000.0,58400000,2017,40,2017-11-01,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550",20684,[35],431530,en,A Bad Moms Christmas,16.604,6.3,1044
A Bad Moms Christmas,STX,72100000.0,58400000,2017,40,2017-11-01,A Bad Moms Christmas,"$28,000,000","$72,110,659","$127,710,550",23944,[35],431530,en,A Bad Moms Christmas,16.604,6.3,1044
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017,59,2017-06-02,Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,577,874",20670,"[28, 16, 35, 10751]",268531,en,Captain Underpants: The First Epic Movie,18.31,6.0,587
Happy Death Day,Uni.,55700000.0,69800000,2017,58,2017-10-13,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260",20658,"[27, 9648, 53]",440021,en,Happy Death Day,21.23,6.6,3211
The Dark Tower,Sony,50700000.0,62500000,2017,95,2017-08-04,The Dark Tower,"$60,000,000","$50,701,325","$113,461,527",20701,"[28, 14, 878, 37, 27]",353491,en,The Dark Tower,15.517000000000001,5.6,2842
Jigsaw,LGF,38100000.0,64900000,2017,61,2017-10-27,Jigsaw,"$10,000,000","$38,052,832","$102,445,196",20676,"[80, 27, 9648, 53]",298250,en,Jigsaw,17.398,6.1,1887
Atomic Blonde,Focus,51700000.0,48300000,2017,94,2017-07-28,Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423",20652,"[28, 9648, 53]",341013,en,Atomic Blonde,21.662,6.3,3645
Rings,Par.,27800000.0,55300000,2017,38,2017-02-03,Rings,"$25,000,000","$27,793,018","$82,917,283",20738,[27],14564,en,Rings,13.53,4.9,1785
Underworld: Blood Wars,SGem,30400000.0,50700000,2017,91,2017-01-06,Underworld: Blood Wars,"$35,000,000","$30,353,973","$81,209,222",20667,"[28, 14, 27, 18]",346672,en,Underworld: Blood Wars,18.976,5.5,2318
Lady Bird,A24,49000000.0,30000000,2017,53,2017-11-03,Lady Bird,"$10,000,000","$48,958,273","$78,610,769",20690,"[35, 18]",391713,en,Lady Bird,15.974,7.3,3866
Lady Bird,A24,49000000.0,30000000,2017,53,2017-11-03,Lady Bird,"$10,000,000","$48,958,273","$78,610,769",23960,"[35, 18]",391713,en,Lady Bird,15.974,7.3,3866
American Assassin,LGF,36200000.0,31000000,2017,28,2017-09-15,American Assassin,"$63,000,000","$36,249,674","$68,310,140",20703,"[28, 53]",415842,en,American Assassin,15.434000000000001,6.3,1596
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000,2017,81,2017-08-11,The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522","$57,438,389",20941,"[10751, 16, 12, 35]",335777,en,The Nut Job 2: Nutty by Nature,8.975,5.7,227
Monster Trucks,Par.,33400000.0,31100000,2017,81,2017-01-13,Monster Trucks,"$125,000,000","$33,370,166","$61,642,798",20948,"[28, 35, 878]",262841,en,Monster Trucks,8.827,5.9,414
The Star,Sony,40900000.0,22000000,2017,39,2017-11-17,The Star,"$20,000,000","$40,847,995","$62,758,010",20720,"[35, 12, 10751, 14, 16]",355547,en,The Star,14.53,5.4,233
"Everything, Everything",WB,34100000.0,27500000,2017,70,2017-05-19,"Everything, Everything","$10,000,000","$34,121,140","$61,603,136",20728,"[18, 10749]",417678,en,"Everything, Everything",13.998,7.2,2447
Snatched,Fox,45900000.0,15000000,2017,51,2017-05-12,Snatched,"$42,000,000","$45,852,178","$57,852,177",20815,"[28, 35]",373569,en,Snatched,10.92,5.3,495
The Big Sick,LGF,42900000.0,13500000,2017,64,2017-06-23,The Big Sick,"$5,000,000","$42,872,467","$53,972,860",20760,"[35, 18, 10749]",416477,en,The Big Sick,12.322000000000001,7.4,1302
Downsizing,Par.,24400000.0,30600000,2017,62,2017-12-22,Downsizing,"$68,000,000","$24,449,754","$54,462,971",20825,"[35, 18, 878]",301337,en,Downsizing,10.682,5.1,1887
Downsizing,Par.,24400000.0,30600000,2017,62,2017-12-22,Downsizing,"$68,000,000","$24,449,754","$54,462,971",24128,"[35, 18, 878]",301337,en,Downsizing,10.682,5.1,1887
"I, Tonya",Neon,30000000.0,23900000,2017,83,2017-12-08,"I, Tonya","$11,000,000","$30,014,534","$53,797,409",20704,[18],389015,en,"I, Tonya",15.407,7.5,2904
"I, Tonya",Neon,30000000.0,23900000,2017,83,2017-12-08,"I, Tonya","$11,000,000","$30,014,534","$53,797,409",23973,[18],389015,en,"I, Tonya",15.407,7.5,2904
Logan Lucky,BST,27800000.0,20700000,2017,21,2017-08-18,Logan Lucky,"$29,000,000","$27,778,642","$44,264,271",20697,"[28, 35, 80, 18]",399170,en,Logan Lucky,15.743,6.7,1627
Rough Night,Sony,22100000.0,25200000,2017,87,2017-06-16,Rough Night,"$20,000,000","$22,105,643","$46,844,357",20724,"[18, 35]",397422,en,Rough Night,14.338,5.6,1096
All Eyez on Me,LG/S,44900000.0,1200000,2017,91,2017-06-16,All Eyez on Me,"$45,000,000","$44,922,302","$54,876,855",21106,"[18, 10402]",402529,en,All Eyez on Me,7.249,6.4,695
mother!,Par.,17800000.0,26700000,2017,59,2017-09-15,mother!,"$30,000,000","$17,800,004","$42,531,076",20707,"[18, 27, 9648]",381283,en,mother!,15.227,7.0,3458
The Snowman,Uni.,6700000.0,36400000,2017,40,2017-10-20,The Snowman,"$35,000,000","$6,670,765","$43,226,146",20719,"[18, 80, 53, 27]",372343,en,The Snowman,14.581,5.1,1225
